lab_method_name,element_type,lab_csv_header,r-Modus_Soil_Test_v1,r-Modus_Soil_Test_v2,r-Analyte,f-Analyte,r-Extraction_Method,f-Extraction_Method,r-Measurement_Method,f-Measurement_Method,r-Unit_of_Measurement,f-Unit_of_Measurement_Default,r-Unit_of_Measurement_Alt,f-Unit_of_Measurement_Alt,r-UCUM_Unit_String-Unit_of_Measurement_Default,f-UCUM_Unit_String_Default,r-UCUM_Unit_String-Unit_of_Measurement_Alt,f-UCUM_Unit_String_Alt,lu-Modus_Soil_Test_v1 r-Modus_Soil_Test_v2,notes,internal_status,r-Lab,lu-lab_name r-Lab,lu-modus_id r-Modus_Soil_Test_v1,lu-modus_id r-Modus_Soil_Test_v2,lu-unit_of_measurement_name-r-Unit_of_Measurement_Alt,lu-Modus_Soil_Test_v2-r-Modus_Soil_Test_v1,example_test_result,modus_id_assigned_status
NO2,Soil,NO2,,,Nitrite-Nitrogen,Nitrite-Nitrogen,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
NO3,Soil,NO3,,,Nitrate,Nitrate,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
OM,Soil,OM,,,Organic Matter,Organic Matter,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
P_Morgan,Soil,P_Morgan,,,Phosphorus,Phosphorus,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
Pb_DTPA,Soil,Pb_DTPA,,,Lead,Lead,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
PBic,Soil,PBic,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
PBray,Soil,PBray,,,Phosphorus,Phosphorus,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
PBrayP2,Soil,PBrayP2,,,Phosphorus,Phosphorus,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
pH,Soil,pH,,,pH,pH,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
PH3A,Soil,PH3A,,L_MODV2_SOIL_P_020,,Phosphorus,,H3A-1,,ICP-OES,,mg/kg,,ppm,,mg/kg,,[ppm],S-P-H3A1.01.04,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,L_MODV2_SOIL_P_020,,,,
phSP,Soil,phSP,,L_MODV2_SOIL_PH_013,,pH,,Saturated Paste,,H+ ISE,,standard pH unit,,,,,,,S-PH-SP.02,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,L_MODV2_SOIL_PH_013,,,,
PMeh,Soil,PMeh,,,Phosphorus,Phosphorus,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
PMN,Soil,PMN,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
PSatPas,Soil,PSatPas,,,Phosphorus,Phosphorus,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
S_DTPA,Soil,S_DTPA,,L_MODV2_SOIL_S_015,,Sulfur,,DTPA-Sorbitol,,ICP-OES,,mg/kg,,ppm,,mg/kg,,[ppm],S-S-DTPA-SORB.05,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,L_MODV2_SOIL_S_015,,,,
Sand,Soil,Sand,,,Sand,Sand,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
SAR,Soil,SAR,,,Sodium Adsorption Ratio,Sodium Adsorption Ratio,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
Sb_DTPA,Soil,Sb_DTPA,,,Antimony,Antimony,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
Se_DTPA,Soil,Se_DTPA,,,Selenium,Selenium,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
SH3A,Soil,SH3A,,,Sulfur,Sulfur,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
Si_DTPA,Soil,Si_DTPA,,,Silicon,Silicon,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
Silt,Soil,Silt,,,Silt,Silt,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
SMeh,Soil,SMeh,,,Sulfur,Sulfur,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
SMP_Qtr,Soil,SMP_Qtr,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
SMPBuffer,Soil,SMPBuffer,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
SO4,Soil,SO4,,,Sulfate-Sulfur,Sulfate-Sulfur,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
Sr_DTPA,Soil,Sr_DTPA,,,Strontium,Strontium,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
SS,Soil,SS,,,Soluble Salts,Soluble Salts,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
SSatPas,Soil,SSatPas,,L_MODV2_SOIL_S_036,,Sulfur,,Saturated Paste,,ICP-OES,,meq/L,,,,meq/L,,,S-SO4-SP.04,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,L_MODV2_SOIL_S_036,,,,
Ti_DTPA,Soil,Ti_DTPA,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
TICarb,Soil,TICarb,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
TKN,Soil,TKN,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
TOCarb,Soil,TOCarb,,,"""Organic Carbon, Total""","""Organic Carbon, Total""",,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
TotalAl,Soil,TotalAl,,,"""Aluminum, Total""","""Aluminum, Total""",,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
TotalB,Soil,TotalB,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
TotalC,Soil,TotalC,,,"""Carbon, Total""","""Carbon, Total""",,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
TotalCa,Soil,TotalCa,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
TotalCu,Soil,TotalCu,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
TotalFe,Soil,TotalFe,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
TotalK,Soil,TotalK,,,"""Potassium, Total""","""Potassium, Total""",,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
TotalMg,Soil,TotalMg,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
TotalMn,Soil,TotalMn,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
TotalMo,Soil,TotalMo,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
TotalNa,Soil,TotalNa,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
TotalP,Soil,TotalP,,,"""Phosphorus, Total ""","""Phosphorus, Total """,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
TotalS,Soil,TotalS,,,"""Sulfur, Total""","""Sulfur, Total""",,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
TotalZn,Soil,TotalZn,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
TVS,Soil,TVS,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
V_DTPA,Soil,V_DTPA,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
WHC,Soil,WHC,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
Zn,Soil,Zn,,,Zinc,Zinc,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
ZnH3A,Soil,ZnH3A,,L_MODV2_SOIL_ZN_008,,Zinc,,H3A-1,,ICP-OES,,mg/kg,,ppm,,mg/kg,,[ppm],S-ZN-H3A1.01.04,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,L_MODV2_SOIL_ZN_008,,,,
ZnMeh,Soil,ZnMeh,,,Zinc,Zinc,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
ZnSatPas,Soil,ZnSatPas,,L_MODV2_SOIL_ZN_024,,Zinc,,Saturated Paste,,ICP-OES / AAS,,mg/L,,,,mg/L,,,S-ZN-SP.04,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,L_MODV2_SOIL_ZN_024,,,,
MNaasi,Soil,MNaasi,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
MNaasi_Dead,Soil,MNaasi_Dead,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
MHapla,Soil,MHapla,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
MHapla_Dead,Soil,MHapla_Dead,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
MChit,Soil,MChit,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
MChit_Dead,Soil,MChit_Dead,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
RootLesion,Soil,RootLesion,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
RootLesion_Dead,Soil,RootLesion_Dead,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
StubbyRoot,Soil,StubbyRoot,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
StubbyRoot_Dead,Soil,StubbyRoot_Dead,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
Stunt,Soil,Stunt,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
Pin,Soil,Pin,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
Spiral,Soil,Spiral,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
Stem,Soil,Stem,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
Ring,Soil,Ring,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
Dagger,Soil,Dagger,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
Sheath,Soil,Sheath,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
LarvalCyst,Soil,LarvalCyst,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
Activity,Soil,Activity,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
Total,Soil,Total,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
Sikora,Soil,Sikora,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,,
% Base saturation Ca,Soil,,S-BS-CA.19,L_MODV2_SOIL_CABS_001,Base Saturation - Ca,Base Saturation - Ca,Calculation,Calculation,ICP-OES / AAS,ICP-OES / AAS,%,%,,%,%,%,,%,S-BS-CA.19,,,Logan Labs,Logan Labs,S-BS-CA.19,L_MODV2_SOIL_CABS_001,,L_MODV2_SOIL_CABS_001,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
% Base saturation K,Soil,,S-BS-K.19,L_MODV2_SOIL_KBS_001,Base Saturation - K,Base Saturation - K,Calculation,Calculation,ICP-OES / AAS,ICP-OES / AAS,%,%,,%,%,%,,%,S-BS-K.19,,,Logan Labs,Logan Labs,S-BS-K.19,L_MODV2_SOIL_KBS_001,,L_MODV2_SOIL_KBS_001,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
% Base saturation Mg,Soil,,S-BS-MG.19,L_MODV2_SOIL_MGBS_001,Base Saturation - Mg,Base Saturation - Mg,Calculation,Calculation,ICP-OES / AAS,ICP-OES / AAS,%,%,,%,%,%,,%,S-BS-MG.19,,,Logan Labs,Logan Labs,S-BS-MG.19,L_MODV2_SOIL_MGBS_001,,L_MODV2_SOIL_MGBS_001,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
% Base saturation Na,Soil,,S-BS-NA.19,L_MODV2_SOIL_NABS_001,Base Saturation - Na,Base Saturation - Na,Calculation,Calculation,ICP-OES / AAS,ICP-OES / AAS,%,%,,%,%,%,,%,S-BS-NA.19,,,Logan Labs,Logan Labs,S-BS-NA.19,L_MODV2_SOIL_NABS_001,,L_MODV2_SOIL_NABS_001,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
% Clay,Soil,,S-CLAY-SED.10,L_MODV2_SOIL_CLAY_003,Clay,Clay,Sodium Hexametaphosphate Solution / Electrical Mixer,Sodium Hexametaphosphate Solution / Electrical Mixer,Hydrometer,Hydrometer,%,%,,"%, g/kg",%,%,,"%, g/kg",S-CLAY-SED.10,,Need more info from lab,Logan Labs,Logan Labs,S-CLAY-SED.10,L_MODV2_SOIL_CLAY_003,,L_MODV2_SOIL_CLAY_003,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
% Sand,Soil,,S-SAND-SED.10,L_MODV2_SOIL_SAND_003,Sand,Sand,Sodium Hexametaphosphate Solution / Electrical Mixer,Sodium Hexametaphosphate Solution / Electrical Mixer,Hydrometer,Hydrometer,%,%,,"%, g/kg",%,%,,"%, g/kg",S-SAND-SED.10,,Need more info from lab,Logan Labs,Logan Labs,S-SAND-SED.10,L_MODV2_SOIL_SAND_003,,L_MODV2_SOIL_SAND_003,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
% Silt,Soil,,S-SILT-SED.10,L_MODV2_SOIL_SILT_003,Silt,Silt,Sodium Hexametaphosphate Solution / Electrical Mixer,Sodium Hexametaphosphate Solution / Electrical Mixer,Hydrometer,Hydrometer,%,%,,"%, g/kg",%,%,,"%, g/kg",S-SILT-SED.10,,Need more info from lab,Logan Labs,Logan Labs,S-SILT-SED.10,L_MODV2_SOIL_SILT_003,,L_MODV2_SOIL_SILT_003,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Aluminium,Soil,,S-AL-M3.05,L_MODV2_SOIL_AL_012,Aluminum,Aluminum,,Mehlich 3,ICP-OES / AAS,ICP-OES / AAS,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-AL-M3.05,,,Logan Labs,Logan Labs,S-AL-M3.05,L_MODV2_SOIL_AL_012,,L_MODV2_SOIL_AL_012,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Bicarbonate,Soil,,S-HCO3-SP.12,L_MODV2_SOIL_HCO3_002,Bicarbonate,Bicarbonate,Slurry,Slurry,Titration,Titration,meq/L,meq/L,,"meq/L, mg/L, ppm",meq/L,meq/L,,"meq/L, mg/L, [ppm]",S-HCO3-SP.12,"check, two saturated paste: titration, calculated",,Logan Labs,Logan Labs,S-HCO3-SP.12,L_MODV2_SOIL_HCO3_002,,L_MODV2_SOIL_HCO3_002,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Boron,Soil,,S-B-M3.04,L_MODV2_SOIL_B_017,Boron,Boron,,Mehlich 3,ICP-OES / AAS,ICP-OES / AAS,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-B-M3.04,,,Logan Labs,Logan Labs,S-B-M3.04,L_MODV2_SOIL_B_017,,L_MODV2_SOIL_B_017,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Calcium,Soil,,S-CA-M3.05,L_MODV2_SOIL_CA_021,Calcium,Calcium,,Mehlich 3,ICP-OES / AAS,ICP-OES / AAS,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-CA-M3.05,,,Logan Labs,Logan Labs,S-CA-M3.05,L_MODV2_SOIL_CA_021,,L_MODV2_SOIL_CA_021,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Carbonate,Soil,,S-CO3-SP.12,L_MODV2_SOIL_CO3_004,Carbonate,Carbonate,Saturated Paste,Saturated Paste,Titration,Titration,meq/L,meq/L,,"meq/L, mg/L, ppm",meq/L,meq/L,,"meq/L, mg/L, [ppm]",S-CO3-SP.12,"need more info, two saturated paste: titration, calculated",,Logan Labs,Logan Labs,S-CO3-SP.12,L_MODV2_SOIL_CO3_004,,L_MODV2_SOIL_CO3_004,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Chloride,Soil,,S-CL-SP.02,L_MODV2_SOIL_CL_014,Chloride,Chloride,Saturated Paste,Saturated Paste,Ion Selective Electrode,Ion Selective Electrode,meq/L,meq/L,,"meq/L, mg/L, ppm, lb/ac, kg/ha",meq/L,meq/L,,"meq/L, mg/L, [ppm], [lb_av]/[acr_us], kg/har",S-CL-SP.02,,,Logan Labs,Logan Labs,S-CL-SP.02,L_MODV2_SOIL_CL_014,,L_MODV2_SOIL_CL_014,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Conductivity,Soil,,S-EC-1:2.03,L_MODV2_SOIL_EC_002,Electrical Conductivity,Electrical Conductivity,EC Slurry,EC Slurry,Electrical Conductivity,Electrical Conductivity,dS/m,dS/m,,mmho/cm,dS/m,dS/m,,"dS/m, mmho/cm, meq/(100.g), cmol/kg",S-EC-1:2.03,,,Logan Labs,Logan Labs,S-EC-1:2.03,L_MODV2_SOIL_EC_002,,L_MODV2_SOIL_EC_002,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Copper,Soil,,S-CU-M3.05,L_MODV2_SOIL_CU_014,Copper,Copper,,Mehlich 3,ICP-OES / AAS,ICP-OES / AAS,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-CU-M3.05,,,Logan Labs,Logan Labs,S-CU-M3.05,L_MODV2_SOIL_CU_014,,L_MODV2_SOIL_CU_014,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Iron,Soil,,S-FE-M3.05,L_MODV2_SOIL_FE_015,Iron,Iron,,Mehlich 3,ICP-OES / AAS,ICP-OES / AAS,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-FE-M3.05,,,Logan Labs,Logan Labs,S-FE-M3.05,L_MODV2_SOIL_FE_015,,L_MODV2_SOIL_FE_015,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Magnesium,Soil,,S-MG-M3.05,L_MODV2_SOIL_MG_022,Magnesium,Magnesium,,Mehlich 3,ICP-OES / AAS,ICP-OES / AAS,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-MG-M3.05,,,Logan Labs,Logan Labs,S-MG-M3.05,L_MODV2_SOIL_MG_022,,L_MODV2_SOIL_MG_022,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Manganese,Soil,,S-MN-M3.05,L_MODV2_SOIL_MN_015,Manganese,Manganese,,Mehlich 3,ICP-OES / AAS,ICP-OES / AAS,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-MN-M3.05,,,Logan Labs,Logan Labs,S-MN-M3.05,L_MODV2_SOIL_MN_015,,L_MODV2_SOIL_MN_015,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Organic Matter,Soil,,S-SOM-LOI.15,L_MODV2_SOIL_OM_004,Organic Matter,Organic Matter,Loss on Ignition (LOI),Loss on Ignition (LOI),Gravimetric,Gravimetric,%,%,,"%, g/kg",%,%,,"%, g/kg",S-SOM-LOI.15,,,Logan Labs,Logan Labs,S-SOM-LOI.15,L_MODV2_SOIL_OM_004,,L_MODV2_SOIL_OM_004,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
pH,Soil,,S-PH-1:1.02.07,L_MODV2_SOIL_PH_005,pH,pH,Slurry,Slurry,H+ ISE,H+ ISE,standard pH unit,standard pH unit,,"standard units, s.u., none",,,,,S-PH-1:1.02.07,,,Logan Labs,Logan Labs,S-PH-1:1.02.07,L_MODV2_SOIL_PH_005,,L_MODV2_SOIL_PH_005,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Phosphorous,Soil,,S-P-M3.04,L_MODV2_SOIL_P_033,Phosphorus,Phosphorus,,Mehlich 3,Spectrophotometric,Spectrophotometric,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-P-M3.04,,,Logan Labs,Logan Labs,S-P-M3.04,L_MODV2_SOIL_P_033,,L_MODV2_SOIL_P_033,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Potassium,Soil,,S-K-M3.05,L_MODV2_SOIL_K_031,Potassium,Potassium,,Mehlich 3,ICP-OES / AAS,ICP-OES / AAS,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],,,,Logan Labs,Logan Labs,S-K-M3.05,L_MODV2_SOIL_K_031,,,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Salt Concentration,Soil,,,,,,,,,,,,,,,,,,,,Need more info from lab,Logan Labs,Logan Labs,,,,,,
Sand Fractions,Soil,,,,,,,,,,,,,,,,,,,,Need more info from lab,Logan Labs,Logan Labs,,,,,,
Sodium,Soil,,S-NA-M3.05,L_MODV2_SOIL_NA_013,Sodium,Sodium,,Mehlich 3,ICP-OES / AAS,ICP-OES / AAS,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-NA-M3.05,,,Logan Labs,Logan Labs,S-NA-M3.05,L_MODV2_SOIL_NA_013,,L_MODV2_SOIL_NA_013,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Sodium Adsorption Ratio,Soil,,S-SAR-SP.00,L_MODV2_SOIL_SAR_003,Sodium Adsorption Ratio,Sodium Adsorption Ratio,Saturated Paste,Saturated Paste,Calculation,Calculation,Ratio,Ratio,,none,,,,,S-SAR-SP.00,,,Logan Labs,Logan Labs,S-SAR-SP.00,L_MODV2_SOIL_SAR_003,,L_MODV2_SOIL_SAR_003,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Soluble Salts,Soil,,S-SS.19,L_MODV2_SOIL_SS_001,Soluble Salts,Soluble Salts,Saturated Paste,Saturated Paste,Electrical Conductivity,Electrical Conductivity,mg/kg,mg/kg,,ppm,[ppm],[ppm],,[ppm],S-SS.19,unsure if this is correct,Need more info from lab,Logan Labs,Logan Labs,S-SS.19,L_MODV2_SOIL_SS_001,,L_MODV2_SOIL_SS_001,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Sulfur,Soil,,S-S-M3.05,L_MODV2_SOIL_S_026,Sulfur,Sulfur,,Mehlich 3,ICP-OES,ICP-OES,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-S-M3.05,,,Logan Labs,Logan Labs,S-S-M3.05,L_MODV2_SOIL_S_026,,L_MODV2_SOIL_S_026,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Total Exchange Capacity,Soil,,S-CEC-AA.23,L_MODV2_SOIL_CEC_001,Cation Exchange Capacity,Cation Exchange Capacity,Ammonium Acetate,Ammonium Acetate,ICP-OES,ICP-OES,mg/kg,mg/kg,,ppm,cmol/kg,cmol/kg,,[ppm],S-CEC-AA.23,,Need more info from lab,Logan Labs,Logan Labs,S-CEC-AA.23,L_MODV2_SOIL_CEC_001,,L_MODV2_SOIL_CEC_001,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Zinc,Soil,,S-ZN-M3.05,L_MODV2_SOIL_ZN_015,Zinc,Zinc,,Mehlich 3,ICP-OES / AAS,ICP-OES / AAS,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-ZN-M3.05,,,Logan Labs,Logan Labs,S-ZN-M3.05,L_MODV2_SOIL_ZN_015,,L_MODV2_SOIL_ZN_015,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
1-day CO2C,,,,,,,,,,,,,,,,,,,,,,"""Midwest Laboratories - Omaha, NE""","Midwest Laboratories - Omaha, NE",,,,,,Automation - Not Enough Information entered in Step 1.1
Available Phosphorus P1 Weak Bray,,,,,,,,,,,,,,,,,,,,,,"""Midwest Laboratories - Omaha, NE""","Midwest Laboratories - Omaha, NE",,,,,,Automation - Not Enough Information entered in Step 1.1
Available Phosphorus P2 Strong Bray,,,,,,,,,,,,,,,,,,,,,,"""Midwest Laboratories - Omaha, NE""","Midwest Laboratories - Omaha, NE",,,,,,Automation - Not Enough Information entered in Step 1.1
Boron,,,,,,,,,,,,,,,,,,,,,,"""Midwest Laboratories - Omaha, NE""","Midwest Laboratories - Omaha, NE",,,,,,Automation - Not Enough Information entered in Step 1.1
Buffer Index,,,,,,,,,,,,,,,,,,,,,,"""Midwest Laboratories - Omaha, NE""","Midwest Laboratories - Omaha, NE",,,,,,Automation - Not Enough Information entered in Step 1.1
Calcium,,,,,,,,,,,,,,,,,,,,,,"""Midwest Laboratories - Omaha, NE""","Midwest Laboratories - Omaha, NE",,,,,,Automation - Not Enough Information entered in Step 1.1
Carryover Nitrogen as Nitrate,,,,,,,,,,,,,,,,,,,,,,"""Midwest Laboratories - Omaha, NE""","Midwest Laboratories - Omaha, NE",,,,,,Automation - Not Enough Information entered in Step 1.1
Cation Exchange Capacity,,,,,,,,,,,,,,,,,,,,,,"""Midwest Laboratories - Omaha, NE""","Midwest Laboratories - Omaha, NE",,,,,,Automation - Not Enough Information entered in Step 1.1
Copper,,,,,,,,,,,,,,,,,,,,,,"""Midwest Laboratories - Omaha, NE""","Midwest Laboratories - Omaha, NE",,,,,,Automation - Not Enough Information entered in Step 1.1
Excess Lime,,,,,,,,,,,,,,,,,,,,,,"""Midwest Laboratories - Omaha, NE""","Midwest Laboratories - Omaha, NE",,,,,,Automation - Not Enough Information entered in Step 1.1
Exchangeable Potassium,,,,,,,,,,,,,,,,,,,,,,"""Midwest Laboratories - Omaha, NE""","Midwest Laboratories - Omaha, NE",,,,,,Automation - Not Enough Information entered in Step 1.1
Hydrogen,,,,,,,,,,,,,,,,,,,,,,"""Midwest Laboratories - Omaha, NE""","Midwest Laboratories - Omaha, NE",,,,,,Automation - Not Enough Information entered in Step 1.1
Iron,,,,,,,,,,,,,,,,,,,,,,"""Midwest Laboratories - Omaha, NE""","Midwest Laboratories - Omaha, NE",,,,,,Automation - Not Enough Information entered in Step 1.1
